citing_country,n_citations,n_citing_works,endogenous_any_n,endogenous_maj_n,scr_any,scr_majority,n_countries_cited,shannon_entropy,hhi,expected_scr,excess_endogeneity_any,excess_endogeneity_maj,endogeneity_ratio_any,endogeneity_ratio_maj,meets_threshold,z_score_any,p_value_any
CU,15,2,1,0,0.06666666666666667,0,10,1.9550839066643968,0.19113573407202214,2.226771984734241e-4,0.06644398946819324,-2.226771984734241e-4,299.38703703703703,0,FALSE,NA,NA
TZ,15,2,1,1,0.06666666666666667,0.06666666666666667,13,2.366289317713365,0.1234567901234568,3.587577086516277e-4,0.06630790895801504,0.06630790895801504,185.8264367816092,185.8264367816092,FALSE,NA,NA
BO,12,3,5,2,0.4166666666666667,0.16666666666666666,10,2.08442976821535,0.15570934256055366,1.5463694338432228e-4,0.4165120297232824,0.16651202972328233,2694.4833333333336,1077.7933333333333,FALSE,NA,NA
BZ,11,1,9,0,0.8181818181818182,0,8,1.9561874676604514,0.15570934256055366,NA,NA,NA,NA,NA,FALSE,NA,NA
MK,11,1,1,0,0.09090909090909091,0,8,1.9512595041439562,0.15976331360946747,2.969029312978988e-4,0.09061218797779301,-2.969029312978988e-4,306.1912878787879,0,FALSE,NA,NA
SO,11,1,9,0,0.8181818181818182,0,8,1.9561874676604514,0.15570934256055366,2.4741910941491566e-5,0.8181570762708767,-2.4741910941491566e-5,33068.659090909096,0,FALSE,NA,NA
IS,10,4,3,0,0.3,0,7,1.698782989513801,0.23611111111111113,3.4638675318088193e-4,0.2996536132468191,-3.4638675318088193e-4,866.0839285714285,0,FALSE,NA,NA
NP,8,1,0,0,0,0,3,0.9002560512685369,0.46875,1.6700789885506806e-4,-1.6700789885506806e-4,-1.6700789885506806e-4,0,0,FALSE,NA,NA
SS,7,3,4,1,0.5714285714285714,0.14285714285714285,4,1.2130075659799042,0.34375,5.257656075066958e-4,0.5709028058210647,0.14233137724963615,1086.8504201680673,271.71260504201683,FALSE,NA,NA
MU,6,1,3,0,0.5,0,4,1.242453324894,0.3333333333333333,6.804025508910181e-5,0.4999319597449109,-6.804025508910181e-5,7348.590909090909,0,FALSE,NA,NA
CM,5,2,0,0,0,0,2,0.5004024235381879,0.6800000000000002,1.484514656489494e-4,-1.484514656489494e-4,-1.484514656489494e-4,0,0,FALSE,NA,NA
OM,5,1,0,0,0,0,5,1.4750763110546947,0.26530612244897955,3.773141418577464e-4,-3.773141418577464e-4,-3.773141418577464e-4,0,0,FALSE,NA,NA
AZ,4,2,2,2,0.5,0.5,3,1.0397207708399179,0.375,9.896764376596627e-5,0.499901032356234,0.499901032356234,5052.15625,5052.15625,FALSE,NA,NA
UZ,4,2,0,0,0,0,4,1.242453324894,0.3333333333333333,1.1752407697208494e-4,-1.1752407697208494e-4,-1.1752407697208494e-4,0,0,FALSE,NA,NA
BH,2,1,0,0,0,0,2,0.6931471805599453,0.5,2.041207652673054e-4,-2.041207652673054e-4,-2.041207652673054e-4,0,0,FALSE,NA,NA
VE,2,1,0,0,0,0,3,1.0986122886681096,0.3333333333333333,1.6700789885506806e-4,-1.6700789885506806e-4,-1.6700789885506806e-4,0,0,FALSE,NA,NA
GE,1,1,0,0,0,0,1,-0,1,6.185477735372892e-5,-6.185477735372892e-5,-6.185477735372892e-5,0,0,FALSE,NA,NA
NA,1,1,1,0,1,0,3,1.0986122886681096,0.3333333333333333,2.474191094149157e-4,0.999752580890585,-2.474191094149157e-4,4041.7249999999995,0,FALSE,NA,NA
